TDATN,Allport Odbert source,Norman source,Saucier,G&N 1710,,,,,,,,
murmurless,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
murmurous,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
muscling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
muscular,Allport Odbert - Column IV,not included,included,not included,,,,,,,,
mused,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
museful,Allport Odbert - Column I,Norman - category 3; form 9,not included,not included,,,,,,,,
museless,Allport Odbert - Column I,Norman - category 3; form 10,not included,not included,,,,,,,,
mushed,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
mushroom,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mushy,Allport Odbert - Column III,Norman - category 3; form 6,not included,included,,,,,,,,
musical,Allport Odbert - Column I,Norman - category 3; form 7,not included,included,,,,,,,,
musicianly,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
musing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
mussy,Allport Odbert - Column I,Norman - category 3; form 8,not included,included,,,,,,,,
must,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mustacheless,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
musting,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
musty,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mutable,Allport Odbert - Column III,Norman - category 2; form 9,not included,not included,,,,,,,,
mutating,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
mute,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
muticous,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mutilated,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mutilating,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
mutinous,Allport Odbert - Column I,Norman - category 3; form 10,not included,included,,,,,,,,
mutt,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
muttering,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
mutton-headed,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
muxing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
muzzled,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
muzzling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
muzzy,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
myall,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mycetoid,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
myopic,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
myriacanthous,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
myriad-minded,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
myrmecoid,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
myrmidon,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
mysophobia,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
mystagogic,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mysterious,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
mystical,Allport Odbert - Column I,Norman - category 3; form 6,not included,included,,,,,,,,
mystified,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
mystifying,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
mythical,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
mythologizing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
myxoedematous,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
Nabal,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
nabbing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
nabbling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
nabob,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nacket,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
nacred,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nagging,Allport Odbert - Column II,Norman - category 1; form 7,not included,included,,,,,,,,
naggling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
naggy,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
naggy,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
nailer,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nais,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
naive,not included,Norman - category 1; form 8,not included,included,,,,,,,,
naked,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
namable,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
namby-pamby,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
name-caller,not included,Norman - category 3; form 14,not included,not included,,,,,,,,
name-dropper,not included,Norman - category 3; form 11,not included,not included,,,,,,,,
nameless,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nanocephalic,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
Napoleonic,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
napping,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
nappy,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
narcistic,Allport Odbert - Column I,Norman - category 3; form 9,not included,not included,,,,,,,,
narcomaniacal,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
narcose,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
narcotic,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
narcotized,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
nark,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
narrative,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
narring,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
narrow,Allport Odbert - Column III,Norman - category 3; form 10,not included,included,,,,,,,,
narrow-hearted,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
narrow-minded,Allport Odbert - Column III,Norman - category 3; form 6,not included,included,,,,,,,,
narrow-souled,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
narrow-spirited,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
narrowing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
narrowish,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nasal,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nascent,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nash,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
nashgob,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nashing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
nasty,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nation,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nationalistic,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
native,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nativistic,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
nattered,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
natty,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
natural,Allport Odbert - Column I,not included,not included,included,,,,,,,,
naturalistic,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
naturalized,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
naturalizing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
naught,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
naughty,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nauntling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
nauseated,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
nauseative,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nauseous,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
naysayer,not included,Norman - category 3; form 12,not included,not included,,,,,,,,
naysaying,Allport Odbert - Column II,Norman - category 3; form 7,not included,not included,,,,,,,,
ne'er-do-well,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
neantic,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
near,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nearish,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nearsighted,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
neat,Allport Odbert - Column I,not included,included,not included,,,,,,,,
neat-handed,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
neathmost,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
nebulose,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
nebulous,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
necessary,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
necessitarian,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
